Comment;Sentimen
Tidak ekonomis tidak sesuai dengan kemampuan masyarakat karena masih banyak transportasi lain lebih murah dan jarak yg tidak jauh ini hanya proyek gengsi tp ga d imbangi dengan kemampuan masyarakatnya yg ada jadi beban negara;negatif
Don't overload with China Good...😊;negatif
bayangkan 60-80 thn dosa jariyah ngebebanin satu negara ngalir terus.;negatif
"Kok ga dituntut org2 yg bikin masalah kereta api cepat, ikn, dll.. trs siapa2 aja yg diuntungkan dari proyek2 tsb..
Kok tenang2 mereka menikmati hasil sedang beban ditanggung negara?";negatif
ayo dong pak wowo teriakkan lagi dari mulut anda ... anda kelompok org yg ingin memutuskan hub anda dgn jokowi...lalu puji2 dia..terus teriakkan hidup jokowi..setiap anda pusing lakukan hal itu... biar anda semakin cinta sama jokowi... kami rakyat jelata alhamdulillah masih waras otak kami .. bisa melihat mana penipu..mana pahlawan..mana org jujur mana org munafik...;negatif
Woi ... Sipinokio masih bisa ngeles ..keputusan karena hasil ijazah palsu;negatif
Setau saya Gunawan Muhammad Tempo itu pendukung jokowi karena dianggap ya demokrasi harus supremasi sipil... ternyata...lebih ganas dari militerisme..;negatif
Harus nya nagih nya ke solo;negatif
Jonan aja waktu itu udah nolak proyek kereta cepat ini karena tau akan membebani keuangan PT. KAI.;negatif
ulah jokowi lagi🥲;negatif
Bos udahlah kita rakyat udah tau setiap BUMN punya pemerintah itu selalu bangkrut bukan karna gak laku tapi selalu rugi karna di korupsi;negatif
Jokowidodo signature;positif
Hidup jokowiiiii .bgitulah teriak wowo;negatif
"Plonga plongo jd presiden pinginya d puji"" otak udang..gt minta 3 periode mau jd apa negara..hutang pek 8000 T gk mgkin klo gk dpt fee buat bancaan LBP rini sumarno sri mulyani";negatif
Mentang2 ngutang atas nama negara:Mulyani binti Mulyono UMBAR--UMBARAN NGUTANG...cb sekarang NbahMul nggak jadi pesinden bisa nggak mbangun KERETA MINI utk jalan2 anak cucunya;negatif
Kurang ajar kam yg sebelumnya.. Tak tau diri.. Klo berkontrak harus selesai di masa lu lah..;negatif
Dah merugikan terus,tapi kok mau nambah lagi Whoosh Jkt-Surabaya...kan goblognya kebangeten;negatif
Tanya jokowi, itu utang jokowi pribadi, bukan utang negara.;negatif
Hutang tapi kan ada barangnya Whoosss...bukan asal asalan.....toh yg bayar negara nggak usah merasa anda yg bayar dgn atas nama rakyat ....yg bayar Masyarakat yg naik Whoosss....aman nggak ribuan trilyun....dari pada anda hanya cengengesan sambil potcas nggak ada solusi....tak ada guna anda2 sekaluan buat NKRI....;negatif
Proyeknya siapa tuh, Pak Jokowi dan Luhut ngumpet ke gorong gorong;negatif
Adili muyono the geng,..;negatif
TEMPO TAI;negatif
Pemimpin kerjanya cuma ngutang, sita saja harta mereka buat bayar hutang. Ngutang negara buat dikorup sama pejabatnya..;negatif
Kmrn waktu ke china, sempat dengar semua kereta cepat di china itu rugi kecuali di wuhan. Kenapa rugi? Krn memang project di sana dibuat untuk melayani rakyat, bukan untuk cari untung. Kenapa di wuhan untung? Karena project wuhan dikelilingi dengan area komersial yang besar sehingga pendapatan dari area komersial di sktr mendatangkan uang yang gede. Jadi balik lagi apakah negara mau hadir untuk melayani rakyatkah?;negatif
Hebat jokowi ninggalin hutang;negatif
Harus diupayakan agar proyek UTANG KERETA CEPAT CHINA ini dikonversi menjadi UTANG JOKOWI & LUHUT, karena merekalah sumber utama konspirasi proyek boncos ini.;negatif
Jokowi luhut yg bayar;negatif
Mulyono ...mulyono;negatif
Kereta cepat itulah yang mencekik keuangan negara hingga rakyat jadi korban pajak tinggi.;negatif
Suruh Jokowi sama Luhut bayarin utangnya;negatif
"Untu mbak Goida Rahma.,kurangin dong, pemakaina kata ""Gitu"" di setiap penjelasan. Ky overdosis.,dikit2 ""gitu"". 
Selebihnya TOP. Semangat, tim Jelasin dong";negatif
"dalang dari kerusakan negara ini, malah cuci tangan & hutang sebesar ini di bebankan ke rakyat..
pajak2 naik";negatif
Udah jelas hitung2an jonan 1-2 = minus 1... eh disalahin si joko kalo 1-2 = 3... payah2😂;negatif
Triliunan. . .tinggal sita harta 5 koruptor;negatif
Lho jarene ngga ngusik APBN, koq jadi Negara tanggung jawab;negatif
Tolong lakukan research negara apa dan dimana yg memberikan fasilitaa tranportasi UMUM yg profitable? Maksudnya pemerintah berikan fasilitas umum bukan sekedar cari untung. Mikir donk;negatif
Semua utang warisan Mulyono ujung2nya semua rakyat indonesia yg dipaksa bayar.;negatif
"Disikkkkk dipikirrrrr piyeeee 
.bangun gehabnbaaahhhjj";negatif
Udah banyak utang gini masih maksa MBG juga;negatif
Inilah salahsatu contoh DPR tidak ada gunanya, bangun proyek asal asalan, DPR cuma ngekorlebih baik Bubar kalau cuma ngumpul jadi satu, menggaji kalian buat beban negara dan rakyat.;negatif
"ekonom senior sudah bnyak yg mngingatkn.. 
klo kreta cepat yg dibgun itu biayanya sgt mahl. bhln lbih mhl dri negara2 lain.
tp wktu itu presdn jkw ttp ngotot bhkn yg mngingtkn di cap sbgi anti pncasila, dn di hujat.. 
tp skrg hsilny apa??? 
pgnghsiln dri krta cpt g mmpu bwat mncicil utang. akibtny pjak yg di naikn trz. . siapa pun predideny kedepan psti akn kena Getah nya... krna pemimpin yg sblumny sdh trlalu bnyk utang.";positif
Prabowo panggil ngaciro dan si Luhut...yg ngotot kereta api whoos ono...yg menurut Jonan nggak.feasible dan dari proyek B to B...tapi akhirnya pakai APBN...dan.juga menjadi beban BUMN2 yg ditugasi ngaciro utk menanda tangani proyek Whoos ono....enak benar mesti pemerintah Prabowo harus menalangi hutang ugal2an ngaciro dan si Luhut ono luur...guna pembelajaran thd bangsa ini para penggagas...proyek yg tidak masuk akal ono perlu diminta pertanggungan jawabannya luur...biar tidak seenak udelnya merugikan negara...;positif
Jokowi di tangkap untuk bertanggung jawab masalah kereta cepat;negatif
Bagaimana dengan info kalau Whooosh akan sampai Surabaya?;negatif
Enak di lu, susah di rakyat.;negatif
Mulyono yg bayar. Jonansdh nolak, mulyono ngotot, jonan dipecat.;negatif
yg paling bertanggung jawab mulyono dan luhut.;negatif
Keren peninggalan si onoh;negatif
Chanel provokator asing😂;negatif
Mulyono,,,,,laguan nya kayak superman,,,,banyak mau nya,,,,,tinggal rakyat ,,,,,ujung2 nya yg bayarin utang nya,,,,,sekarang pajak pbb naek nya gak kira2,,,,gara2 mulyono tuh,,,,,,hahahahhahahahahahha🎉🎉🎉🎉🎉,,,,mulyono bego2 pinter,,,,,;negatif
Produk jokowi kenpa harus diteruskan bila ujungnya bikin belangsak negara;negatif
Jembatan sekolah masih banyak yg hancur, rel kereta msh banyak yg tunggal, ini cuma cuma bangun gengsi tapi bikin susah orang sak Indonesia;negatif
Woosh dan IKN sdh cukup untuk menyengsarakan rakyat !;negatif
WARISAN YG MULIA JOKOWI;positif
dosa mu banyak sekali pak mulyono 🥺;negatif
WOOSH ITI BERGUNA KLO IKN ITU BENAR BENAR UANG DIBUANG KE LAUT;negatif
Adili mulyono dan genknya;negatif
Jokowi.kerja.mengikuti.hawa nafsu.dan syahwatnya.tanpa.terlebih.dulu.dipikirkan.secara.matang dg.di.kaji.dan di survey.dulu,.ya hancurlah;negatif
Dana untuk menekori kreta cepat itu setiap hari bisa untuk memberi makan 1,5 juta rakyat. Itu gara gara ambisius kebijakan yg gagal.;negatif
"Kenapa pusing hanya karena HUTANG.
Tinggal tambah HUTANG saja apa susahnya.
Setelah itu pemerintahan yang BARU pasti akan menanggung HUTANG nya.";negatif
"Nasi sudah jadi bubur kita semua harus menanggungnya , naaah pembuat kebijakan yg sudah banyak di kritik tapi tetap aja jalan itu semua harus diperiksa , apa iya mereka ga dapat commitment fee atas project ini ... apalagi Tanah Kesatrian Halim
pun ikut terkorbankan";negatif
Wah bakalan bangkrut negara krn kereta cepat dan danantara yg ruginya sangat besar krn banyaknya koropsi;negatif
Jika Tom Lembong aja terkait cadangan gula tahunan diadili, masa siih ini aman-aman saja?;negatif
Nafsu kuat tenaga tdk ada, 😂😂😂;negatif
WO... Masih teriak HIDUP JOKOWI..???;negatif
PRABOWO PURA2 : Apa Yang Dipusingi, yang Buat Utang KAN GURU, Itu Baru Utang.... KETEKORAN APBN?? HIDUP : HIDUP JOKOWIIIII.....;negatif
PANTES AJA HARGA TIKET KAI GILA GILAAN.....TERNYATA....;negatif
Efek Mulyono imbasnya di pem. prabroro.;negatif
Woiii..apakah pendukung kowi otaknya sehatkah??ini akibat tangan2 kalian pikih si kowi..blm ikn yg hutang triliunan;negatif
Yang nalangi tetap rakyat;negatif
Jokowi dan luhut binsar harus bertanggung jawab kebijakannya merugikan negara enak aja;negatif
Saya tak percaya Bahasa Indonesia lahir dari Bahasa Melayu. Kerana Bahasa Indonesia sangat mendonia hingga di Angkasa lepas. Alien pun pandai Bahasa Indonesia.😢;negatif
kereta cepat ini adalah satu-satunya alat transportasi umum di Indonesia yang masuk di abad 21.;negatif
SUMBER MASALAH 😅😅😅;negatif
sayasdng tinggal di Cina. Kereta cepat dan infrastruktur hebat ada dimana mana. Indonesia yang sumber daya alamnya sedemikian banyak, sudah merasa kualahan dengan kereta satu biji.;negatif
Mulyono jangan memaksakan kalo TDK mampu ... Pelan pelan di hitung dulu karena ke adaan rakyat nya kurang mampu . Jangan di paksakan membangun ... UGM ngk lulus jadi persiden;negatif
Utang untuk rakyat tdk apa2;negatif
Amerika aja realistis ga mau. bangun KA cepat;negatif
"BAPAK PRABOWO... ALLAH SWT TELAH MEMBERI PETUNJUK DGN MEMBERI TAU RAKYAT DARIMANA VIRUS CORINA BERASAL... DGN BEGITI... PROGRAM GUZI GRATIS.. 
PROGRAM DANA KESEHATAN,.. BISA DIMINTA GANTI RUGINYA DARI NEGARA PEMBUAT VIRUS... SEHINGGA DGN BEGITU... SEBAGIAN TANGGUNG JAWAB ORANG TUA MENJAGA KESEHATAN KELUARGANYA DIBEBANKAN KEPADA NEGARA PENYEBAR VIRUS MEMATIKAN ITU... YG MENUNGGAL WAJIB DIBERI KOMPENSASI KARNA DIA TIDAK BISA LAGI MEMBERU BANTUAN KEUANGAN KEPADA KELUARGA YG DITINGGALKAN... BERANI MEMBUAT VIRUS YG MEMBUAR ORANG LAI SAKIT DAN KEHILANGAN NYAWANYA HARUS BERANI BERTANGGUNG JAWAB MEMBERI GANTI RUGI... TEKAN NEGARA PEMBUAT VIRUS ITU.. UTK MEMBERI GANTI RUGI... TKS... SEMOGA BERHASIL... JAZAKUMULLAH KHOIR BAPAK PRABOWO";positif
Yaudah kasihkan k yg ambil keputusan waktu itu, yg ngotot jgn tanggungkan k pemerintah , ujung2 nya rakyat yg kecekik Krn pajak jd dinaikkan,;negatif
Sebenarnya Indonesia belum saatnya memiliki IKN dan kereta cepat...terlalu dipaksakan;negatif
Sok gaya niru² negara kaya, ujung² nya ngutang.;negatif
Kereta bandara,whosh,krl palembang,bandara kertajati,bendungan di,ikn ...;negatif
Sejak kapan sarana umum harus untung, kalau tdk berani bangun kapan rakyat bisa nikmatin fasilitas yg lebih baik;negatif
KAI tanpa kereta cepat meraih untung;negatif
Solusi utk KCIC turunkan tarif nya jadi 75.000 - 100.000...biar okupansi penumpang meningkat...;negatif
Nggak nutup biaya operasionalnya;negatif
KAI itu BUMN .... hayo siapa yg bikin rusak BUMN ?;negatif
Realistis aja anjir, toh itu berguna dan rakyat happy ada kereta cepat. Negara lain udah punya dari dulu woi. Aneh bgt bahkan hal baik pun di framing negatif. gak fair.;negatif
Pensiun mulyono dicabut aja klo jokowe dengerin ignsius jonan keadaan nggak seperti ini😅;negatif
"ijazah nya aja masih dipertanyakan
eh muncul masalah baru
hutang melimpah ketika menjabat 👏🏻";negatif
Kereta cepat asalan seupil tapi fantastic nya nanggung utang sampe 7 turunan ....tetangga cuman tertawa saking mau nya mendunia.....wkwk;negatif
Sedih ingat alm Prof Faisal Basri;negatif
Alm Faisal Basri kan udah bilang, sampai kiamat Indonesia gak bisa menutup kerugian kereta cepat;negatif
Gibran saja yang digadaikan buat bayar utang;negatif
Kalau nggak mampu turun...;negatif
kenapa pusing? cukup si luhut yg suruh bayar;negatif
Luhut dan jokowi emang jago berhitung ngaco;negatif
Model bisnisnya harus diubah… sudah gak bisa alasan tugas pokok utama adalah transportasi… lebih kreatif lah di pendapatan lain2 dari reklame dan pengelolaan lahan dan bangunan stasiun.;negatif
Proyek kebangaan termul&buzeer sontoloyo jokibul solo😅;negatif
diambil negara/pemerintah ALIAS PAJAK LAGI!!!!!!!!;negatif
Kebijakan Jokowi ini merugikan negara banyak sekali harusnya bisa di dipidana! Tom lembong aja bisa kan di pidana, masa Jokowi enggak?;negatif
"Redaksi kompas mau tanya/bahas 
Kl misalkan ada program pemerintah kayak begini apa pemerintahan yg bikin programnya harus kemudian tanggung jawab atas programnya atau gmna...";negatif
"andai saja termul melihat Chennel seperti ini.
jadi kita gak capek-capek jelasin kalau termul salah dalam berfikir😅";negatif
Kalo pak Tom bisa dikenain pasal karena dianggap merugikan negara, sudah seharusnya hukum juga fair dengan menindak inisiator dibalik KCIC;negatif
Ambisi dan haus akan validasi pengen menyaingi pak Harto sebagai bapak pembangunan;negatif
alhamdulillah pemerintahnya sadar;positif
Mulyono biang keladi;negatif
Coba dong ulasan mengenai sepak terjang george soros dong....;negatif
Kereta Cepat (bangkrut) ..?;negatif
Prabowo dapat warisan dari jokowi.. Warisan hutang.. 😂😂😂;negatif
Sita Harta Jokowi buat bantu talangin lost di KCIC, itu kan project ngaco nya pak Jokowi;negatif
benar2 rencana kehancuran buat negara klo pejabat2 nya gak punya otak;negatif
Lah klo emang bgitu sikon-nya koq proyek ini malah ada wacana lanjut smp surabaya😅😅 weleh weleh😮😮😮;negatif
Tempo ini media bayaran george soros .;negatif
Yg sdh terima fee dari proyek pasti senyum²...;negatif
Unboxing rumahnya.. 😂;negatif
Semoga Indonesia tetap aman & ber1 krn Alloh maha baik❤;negatif
"Mulyono ""Bapak Hutang Nasional"" gara2 kebijakan ala warung.. tagih ke dia dan keluarga buat lunasin utang";negatif
Pemth pura2 gak tahu klo proyek gak masuk akal, pokoke lanjut project;negatif
Saya yakin proyek ini terindikasi korupsi,coba deh KPK selidiki.;negatif
Jokowi sajah suruh bayar utang nya.;negatif
Luhut Sri mul sidangkan priksa semua orang2 jkw;negatif
mules gw nyimaknya 🤣;negatif
Ayo warga Indonesia yg kaya, bantu perekonomian Indonesia. Naik kereta cepat;positif
Yg harus tanggung jawab: Mulyono, LBP, Rini S, BKS;negatif
Jgn belokkan masalah;negatif
Suruh urun para perencana awal kereta api cepat seperti luhut jokowi dan siapa saja yg ada hubungannya dg ka cpt itu sebagai bentuk tanggung jawab dari semua hutang negara karena itu semua yg terbebani hutang itu adalah rakyat .;negatif
"hutang kereta cepat itu besar masih mau lanjut ke surabaya, itu akan menambah hutang semakin besar.
Sebagian pejabat bisa mengantungi fulus sedang hutang ditanggung rakyat.";negatif
Jual jokodok dan ternak ternaknya ke Kamboja untuk mengansur hutang KAI;negatif
Negara makin maju woooy pertumbuhan ekonomi 5.6 persen yang dibanggakan si pemimpin wowo kucing kampung;negatif
KCIC dipailitkan saja, aset disita china dvlpmnt bank gak papa, gimana kalo gitu?;negatif
Indonesia dibuat hancur oleh perilaku Mantan Presiden Jokowie Muldongo & Mentri2nya;negatif
"Para analis ketuker2..... antara menunggangi dengan memancing di air keruh.....
Ini jadi salah tuduh dan asal tuduh.... padahal akar masalahnya di keran input dan output anggaran negara yg kacau....
Input.... lewat pajak... rakyat dibebani kenaikan pbb sampe 1000%.... terus negara nambah hutang...
Keran output... buat gaji ASN kisaran 40%. Bayar hutang kisaran 30%.... gaji2 pejabat selangit kisaran 10% utk sedikit orang termasuk dpr. 
Sisa 20% buat rakyat yg 250juta orang. 
Kesenjangan umr thd dpr sampe 40×lipat... ini root causenya...
Ga perlu nuduh2 ditunggangi dll.. benahi dulu pengelolaan anggaran....";negatif
Proyek e mulyono gagal;negatif
"Supaya bpk ga pusing mikirin hutang negara supaya bapak enak masa tuanya tinggal ongkang ongkang kaki bapak kan udah kaya sejak lahir mending bapak ngundurkan diri berhenti saja jadi presiden gampang kan pak...... 

Banyak yg masih mau jadi presiden ko.....
Yang make kereta cepat juga orang orang kaya orang mampu ....
orang miskin justru ikut juga bayarin utang kereta cepat lewst pajak make ka ga ... 

angota DPR yg naik 3 juta perhari tunjangsnya malah ga kena pajak artinya pejabat negara justru ga bantu bayarin utang kereta cepat karena tidak kena pajak ...";negatif
Hidup jokowiiii;negatif
Warisan pencitraan😂;negatif
"Saya bingung kalian benci banget sama china, itu pinjaman kaga artinya sama total hutang indonesia ke negara laen terutama sama jepang dan IMF. Tapi hanya hutang dr china saja yg digoreng melulu. 
Hutang sama China, ada barang jadinya kalian hutang sama IMF jepang World Bank, jarang terlihat barang nyatanya karena itu kebanyakan buat hutang konsumsi.";negatif
"Diambil oleh negara???
Enak saja,.. yang harus menanggung hutang KCIC adalah siapa para penandatangan utang proyek itu.
Seret ke mahkamah pengadilan NKRI untuk mempertanggungjawabkan.
Mana Kang Dadaaaaanggg,......";negatif
Bayar ngapain pusiing kayak uang sendiri pakai bayar;negatif
"Kereta cepat akan terus menjadi masalah anak cucu bangsa ini.. dan juga IKN yg sekarang tidak ada kejelasan... semua akibat ambisi pimpinan yang tidak mau berpikir ke depan, kasihan pemerintah2 selanjutnya, dibebani masalah ini... makin lama makin tua usia kereta Whoosh bagaimanapun biaya maintenancenya juga pasti tinggi.. 

Sekarang Jokowi menyeruput kopi dengan tenang karena Gibran sudah jadi wapres, Kahyang sudah ada tambang, Bobby sudah jadi gubernur, Kaesang sudah jadi pimpinan partai.. semua anaknya sudah melenggang mulus..

Semua rakyat sudah dibodohi atau dianggap bodoh oleh Jokowi..";negatif
Pak Prabowo udah di ingatkan berulang kali sama podcat2 para tokoh,,jangan main2 sama jokowy liat sekarang situasi gentingkan pak. Masih saja sowan ke jokowy. Kalo perlu tangkap itu jokowy dan keluarganya bukan malah kolonorasi sama memantu dan dianya;negatif
Luhut dan Jokowi yang bikin, terus yang harus nanggung kerugiannya Negara gitu? Betapa bodohnya Bangsa ini kalo demikian.;negatif
Gak ngebayangin rumah mulyono diserbu rakyat seperti ahmad sahroni.😅;negatif
"Copot Kapolri & Jaksa Agung!…supaya korupsi, penyelewengan dan pemborosan proyek JOKOWI bisa diusut!…
Triliunan uang rakyat dia hamburkan.";negatif
Gara2 tidak mau bekerja sama dengan pemerintah pusat Menhub Jonan dipecat.;negatif
sebaiknya diaudit dulu apakah bener proyek ini menghabiskan dana total Rp 112 Triliun. Perlu juga diperhatikan mengapa terjadi pembekakan padahal sudah ada Feasibility Study. kalo betul kesalahan mulyono dan opung kekayaan mereka berdua cukup untuk menutupi hutang. enaknya uang rakyat yang menanggung hutang mulyono dari kebijakan gila dan akal-akalan Danantara. carilah solusi engineering dari kereta cepat ini;negatif
Jangan Bangkrut KAI, Cayo;positif
Proyek gagal warisan Mulyono.;negatif
Itulah peninggalan nafsuny jokowi;negatif
"Hadiah dari sang Raja hutang ribuan trilyun... Pertanyaanya kalau 10% bocor kira2 berapa yang akan jadi kolongmerat baru yaaaa??? 😄 
Indo surganya koruptor terbesar di dunia 🎉🎉🎉";negatif
Si mulyono suruh tanggung jawab!!!!!;negatif
Warisan Duo Raja Jawa & Lord Opung;negatif
Proyek kereta apapun nggk ada yang menguntungkan, karena memang biaya investasi dan maintenance sangat tinggi. Makanya skema PSO-IMO-TAC paling cocok dipakai biar beban nggk ditanggung satu pihak. Jadi kalo ada proyek kereta dengan skema B2B itu udah pasti ngibul.;negatif
Sudahlah kasih saja kereta cepat ini ke China...;negatif
Jokowi bkin indonesia hancurr;negatif
Semboyan jokowi adalah biar tekor asal kesohor;negatif
Proyek yang jelas2 merugikan negara sepanjang masa, seharusnya yang maksa proyek ini sejak awal diproses hukum, kalau memang hukum ditegakkan dengan adil...;negatif
Luhut aktor utamanya;positif
Gara2 dipimpin presiden berijazah palsu, hancur lebur negeri ini di segala bidang. Tapi bagi para pemujanya, dia adalah presiden terbaik sepanjang sejarah 😅;negatif
Hati2 narasi adu domba;negatif
"FAKTA....😂 BOS KAI SENDIR YG BILANG. .
ADU DOMBA MATA LU !!!";negatif
​@mohonditunggu9187yg menang pilpres siapa, jgn atas namakan rakyat, Indonesia luas bro lihat di peta, antek asing;negatif
Pemerintah yang bayar utang KA Cepat, artinya uangnya dari Pajak kita. Artinya Pajak dinaikkan bukankah begitu?;negatif
Hati2 narasi Goerge Soros, mereka buat kaki nya di Indonesia buat adu domba biar indo cepat bubar;negatif
"FAKTA..... 😂😂😂 BOS KAI YG BILANG....

TERMUL 58% SUSAH DIBILANGIN";negatif
Ini proyek kebanggaan Jokowi, Luhut Binsar, Bahlil Hadalia, Mochtar Ngabalin dan para buzzer2nya;negatif
Nilai sekolah saya hanya 6-7 cita cita kaya raya dalam waktu singkat 😂🤣;negatif
Yang naik makhluk di pulau Jawa, yang tanggung beban hutang SATU NEGARA :(;negatif
Saya di Jawa Barat ga mungkin naik kereta cepat soalnya mahal mnding buat beli beras 😂;negatif
"..melebihi ""dari ' utang nyawa"" loh... /DAN ""TAK ADA ' YG MAMPU NGERTI"" ARTI ""SERTA MAKNA"" TSB ' KAH ¿ ( Walau ""hanya ' sebatang ataoe dua batang badan"" dari ""sebanyak ' batang2 badan"" di negara ""R ' i ... ) ' Durban .";negatif
"Program kereta cepat adalah total kesalahan JOKOWI 
JOKOWI harus di minta pertanggungjawaban jika tdk dapat dipertanggungjawabkan 
Maka JOKOWI layak di pidanakan";negatif
Sita dan rampas harta pejabat-pejabat yang ngotot menggolkan proyek kereta cepat. Biar mereka yang bayar;negatif
Banyak utang tapi pejabat masih nikmatin gaji yang luar biasa besarnya;negatif
"Kalau prabowo berani menangkap koruptor mulyono dan geng nya mungkin maslah tidak seberat ini, dan prabowo tidak akan pusing mikirin hutang.... Masalah nya dia tidak berani.. Walau sudah memegang mandat dari rakyat.... Kita cuma bs geleng geleng kepala... Habis dia dikerjain orang orang mulyono. 

Nasib. Emang ga bisa ditebak.. Kemana arah dewi fortuna tersenyum benar benar misteri";negatif
Jonan itu dari CitiBank pasti tahu hitungan KCIC akan bodong..;negatif
Lanjutkan! (tanggungannya);negatif
Bisa ga pimpinan rezim yg dulu dipidanakan saja karena sdh membuat kebijakan yg ugal ugalan dan semau gw dan selalu menggampangkan sesuatu seakan akan hukum berada dibawah kendali dia;negatif
apbn dikira punya mboknya diobok obok si mul;negatif
Inget pejabat nggak ada yg nasionalis korup apalagi oligarki klw negara bangkrut mereka bisa pergi ke luar negeri dengan nimbun hartanya seperti presiden Srilanka😢😢;negatif
Senangngnya melihat Om Anam kembali;positif
Banyak ahli bilang kereta cepat ini g bagus, tp pa jokowi tetap jalan terus. Akhirnya Indonesia harus berhutang 1 generasi karena ulah jokowi dan keluarga. Pa jokowi bisa makan dengan tenang di rumah, satu negara pusing kena bahaya krisis keuangan. Semoga Allah mencabut keberkahan dari keluarga jokowi. Banyak harta dan kekuasaan tp tdk berkah dunia akhirat;negatif
Berita tempo mulai melempem ada apa nih, jgn2 udah di suap;positif
tunjangan dpr saja yang dipangkas buat bayar ini;negatif
Suruh yg punya ide proyek itu yg bayar.coba uang sebanyak itu di alokasikan ke daerah u/pembangunan Daerah itu lebih bermanfaat bagi rakyat.tks;negatif
Berani gak geruduk ke solo untuk minta pertanggung-jawaban sang mantan?;negatif
"Nama perum nya.. 
*perum Htg-07";negatif
Untung tapi konsumen yg dikorbankan, tiket kereta jarak jauh naik semua;negatif
INGGRIS AMA MALAYSIA yang negara lebih makmur dari Indonesia aja memilih untuk membatalkan proyek kereta cepat , dengan alasan keuangan, cadangan fiskal menipis , karena mereka takut kalau dipaksakan , program pemerintah lain yg seharusnya buat kesejahteraan rakyat malah tersendat;negatif
Yg penting sohor ... Itulah karya ijazah Pramuka;negatif
Itu klo presidenya waras dn berakal sht;negatif
MALAYDESH NGAK PUNYA DUIT LAH DAN INGGRIS TETAP BUAT KERETA CEPAT LAH HADEUH;positif
​@DewiHalilintar-u3sbukan malaysia engak punya duit, tapi kereta cepat tidak perlu kerana malaysia negara kecil shj tidak perlu bebankan warganya dgn utang...itu perlunya peminpin yg bijak ya...;negatif
Kereta cepat konoha pun berhutang lagi mahu sembang..itu rugi trillion tiap tahun..jadi beban kewangan KAI..tidak bijak pemerintah konoha ni seperti warganya😂😂​@DewiHalilintar-u3s;negatif
"Rencana pemerintah utk bikin k.a super cepat Jakarta-Surabaya yg jaraknya 5 x Jakarta - Bandung, utangnya bisa Rp 500 trilyun.

PT KAI bisa bangkrut, bubar, hancur jk hrs nalangin k.a super cepat - Jakarta - Surabaya...";negatif
Perlu dipertanyakan nasionalismenya, apa betul dia cinta RI?? Ko ugal2an dan bikij beban sih?;negatif
Suruh Jokowi yg bayar;negatif
"*Proyek ga feasible /layak dikerjakan persis spt IKN tapi maksa, makanya rakyat lagi yg hrs nanggung*
Persis spt cewe matre belanja gila2an tapi suaminya cari nafkah jadi tukang parkir dan ngakunya suaminya itu pengusaha.
Luar biasa";negatif
Hanya demi ego seorang mulyono negara ini menangung banyak hutang;negatif
Ini kereta saingan pesawat,, jadi mustahil untung cepat jika jarak hanya jakarta bandung.. Harusnya sampai surabaya.;negatif
JADI KEINGAT KATA TERMUL DAN TERBAN (TENG) DULU, SANGAT MENDUKUNG PROYEK INI, BAHKAN MENJADIKAN INI PRESTIS INDONESIA DI KAWASAN ASEAN.. WKWKWKWK... 🤣🤣;negatif
1 orang bikin gaduh satu negara , bikin miskin para pemegang saham wika sama jasa marga , gila gila , joko widodo si raja jawa ,bikin proyek bagi2 kue antara cina , oligarki , dan luhut ,gila gilaaaa;negatif
Kok rugi? Penumpang jan membayar, lantas uwang tiket kemana? 😮😮😮;negatif
Ngeriii;negatif
Kata Jokowi: emang gue pikirin😂😂😂;negatif
"Dear Tempo. Saya ingin tanya perihal pembangunan transportasi KA cepat masal di luar negeri, seperti di Jepang, China, Eropa, dls. Apakah ada yang dalam 1 tahun sudah langsung mencetak untung? Siapa yang membiayai pembangunannya? Coba jelasin dong. ;-)";positif
Terima kasih jelasin dong...;positif
Gantung yang hutang;negatif
mewarisi beban di mana-mana;negatif
Warisan si Jokowi...makan tuh kaum 58%;negatif
wow udah mau 1th masih sakit hati aja bro?;positif
Jangan2 ini yang bikin harga tiket kereta reguler ugal-ugalan;negatif
kelakuan mulyono itu kreta cepat, yg panen LBP dapet fee komitment wkwkw;negatif
Hebat ya Jokowi, di bantu sama LBP... biar tekor asal kesohor...semua orang jadi presiden bisa kalo nya kaga liat kemampuan. Yg penting bangun aja. Hukum mati pantes tuh;negatif
Mulyono memberi warisan gaada yang bagus😂;negatif
"Ingat, Utang itu enak di awal

Siapapun yg berhutang, baik negara maupun orang perseorangan , hutang itu enak di awal... tp seakan susah diprosesnya menuju pelunasan.";negatif
