Review;Sentimen
Pokoknya sukses aplikasinya;Positif
Oke sangat dibutuhkan tuk kelengkapan dokumen apapun;Positif
Suka;Positif
Indonesia maju;Positif
Semoga apk KTP ini membantu masyarakat indonesia.Di tingkat kan lagi biar lebih bagus..;Positif
Amazing great application, 👍👍👍👍👍;Positif
Sari sunarti;Positif
Bagus;Positif
Menuju masyarakat Indonesia Digital;Positif
Mantap;Positif
👍🏻;Positif
Luar biasa 👍👍👍👍👌🥰;Positif
Bermanfaat banget 👌💯💯💯;Positif
👍👍👍👍👍;Positif
Sangat bermanfaat 🥰👍👍;Positif
Mantappp, aplikasi sangat membantu, jadi ga perlu fotokopi berkas ktp kk dll;Positif
Ok;Positif
Indonesia Indah;Positif
Good 👍👍🥰;Positif
Pelayanan di dukcapil Sibolga sangat baik;Positif
Sangat puas;Positif
Pelayanan di dukcapil sinilah sangat baik;Positif
Sangat membantu;Positif
sangat memuaskan;Positif
Semoga bermanfaat;Positif
Aman dan Bisa lebih praktis;Positif
kenapa aplikasi ini tidak bisa di buka lagi;Positif
Data saya yg ada di ikd terhapus, bagaimana Cara pemulihannya sedangkan posisi saya jauh di luar kota dan kantor capil;Positif
Wow😍💯;Positif
Ok sangat membantu dalam mengetahui jati diri 👍;Positif
sangat luar biasa 🥰😘👌;Positif
Sangat membantu.. walaupun masih ada bug.. semoga makin berkembang kedepannya;Positif
Lumayan;Positif
👍👍👍👍;Positif
APK KTP Digital tidak bisa masuk ke QR;Positif
Selamat memasuki era digital dukcapil menuju Indonesia Maju;Positif
Wow💞;Positif
Ok;Positif
Bagus;Positif
Bagus;Positif
luar biasa👍💯;Positif
sangat luar biasa😍🤩;Positif
Good apk;Positif
Wow,,sangat bermanfaat sekali🤩;Positif
Baik;Positif
Aman dan bawa Nya juga ringan;Positif
terima kasih kami sekeluarga sudah merasa terbantu dengan aplikasi ini;Positif
Kukira tadi apl hilang, ternyata harus update dulu;Positif
Good job;Positif
Pasang App Identitas Kependudukan Digital;Positif
Ini kenapa gk bisa dikases di android, kesalahan jaringan;Positif
Knp Pas mau membuka aplikasi ga bisa masuk . terjadi kesalahan koneksi gimana cara y mengatasi;Positif
Kenapa gak bisa di buka aplikasi yah ? Permasalahanya gak ada internet Mulu padal paket mah ada gi manah nih tolong dong;Positif
Aplikasi tidak bisa di buka;Positif
Kok ngak bisa;Positif
Eror di jaringan tolong di perbaiki;Positif
Eror wae;Positif
Ok;Positif
🤣;Positif
Bagus kwalitasnya.;Positif
mantap;Positif
Saya sangat mendukung;Positif
Mantap;Positif
Oke l;Positif
Kok agak susah utk masuk ny ya;Positif
Aplikasi kurang stabil;Positif
Bagus dn mudah;Positif
Smart aplikasi;Positif
Good;Positif
sangat bagus;Positif
Sangat membantu;Positif
Saya sudah terdaftar di e-KTP Digital tetapi kenapa kok dibuka tidak bisa jawaban silahkan coba lagi, mohon arahannya dan petunjuknya, terimakasih;Positif
Wartono;Positif
Ok;Positif
Sangat baik;Positif
Sangat membantu dlm segala urusan yg berhubungan dgn ktp;Positif
Perbaiki layanan dan sekarang tidak bisa di akses;Positif
Bermanfaat sekali;Positif
Ok;Positif
Kenapa aplikadi ikd saya gak bisa dibuka ?;Positif
Koneksi internet padahal full mala gak bisa ini;Positif
Minyak'Campur··Cat;Positif
Tri Handayani;Positif
In knpa tdk bisa di buka sama sekali y Allah;Positif
Bagus;Positif
Melayan;Positif
Baik sekali;Positif
👍👍;Positif
Trimakasih;Positif
Ok;Positif
Kenapa sekarang tidak bisa dibuka;Positif
Baik;Positif
Bintang 5;Positif
Mau masuk server kok sulit...harap di permudah..perlu perbaikan lagi agar sempurna..;Positif
Tdk bisa ke buka aduh🤔;Positif
Susah buka aplikasi ikd;Positif
Sangat memuaskan;Positif
sangat membantu trimakasih;Positif
Sangat penting di zaman modern ini.;Positif
Kenapa insetitas saya nggak bisa di buka;Positif
terimaksih IKD;Positif
👍;Positif
Cukup bagus, tetapi selalu gagal masuk;Positif
Oke gas;Positif
Segera lah di berlakukan IKD;Positif
Lebih simpel ,nggak perlu bawa yang asli;Positif
Sangat bagus;Positif
Sangat bermanfaat;Positif
Sangat bagus;Positif
Good Job;Positif
Merdeka;Positif
Bagus setelah aktif kog gk bsa di buka knp ya;Positif
Ok;Positif
Ok;Positif
Aplikasi ga bs di buka alasan nya koneksi internet;Positif
Kenapa ini tdk bisa di buka;Positif
Terima kasih;Positif
Mantab;Positif
Ok;Positif
Pelayanan di dukcapil Sibolga sangat hebat;Positif
Sip Mantap Keren Praktis Lengkap, KK,,KTP,,BBJS,, Ada Semua Dalam Satu Aflikasi identitas kependudukan Digital 👍🙏;Positif
Pelayanan di dukcapil Sibolga sangat hebat;Positif
mantep;Positif
sangat bagus;Positif
Gooood;Positif
Mantap, aktifasi sangat cepat, tinggal datang minta barcode ke dukcapil terdekat, atau melalui VC dengan nomor pelayanan IKD dukcapil sesuai KTP, selesai aktif deh gak nyampe 2 menit aktif,;Positif
Ok;Positif
Gak ada kode QR NYA;Positif
Sebenarnya sudah bagus tapi juga ada sayangnya bilamana mau mengulangi foto pasti harus isi data lagi dari awal;Positif
Kenapa pas login IKD sllu kesalahan koneksi;Positif
Puas;Positif
Apknya gk bisa masuk. Hufff;Positif
gak guna;Positif
Aktif digital;Positif
Bagaimana cara login tanpa lemot;Positif
👍;Positif
Mohon di tambah untuk update akte kelahiran lama menjadi barcode Dan buku nikah lama menjadi barcode Secara online seperti update KK.terima kasih;Positif
Masih banyak yg harus di tambah di aplikasi ini;Positif
Tolong jgn di persulit aplikasi nya, susah di buka;Positif
Ok langsung;Positif
Tolong koneksi distabilkan sehingga pas buka aplikasi ini bisa lancar;Positif
semoga bermanfaat;Positif
Bagus sekali;Positif
Semoga bermanfaat;Positif
Alhamduliah, sangat membantu bagi saya yang belum mempunyai KTP;Positif
Berguna;Positif
Semoga bermanfaat;Positif
Yang memberikan rating 1 saya heran kenapa bisa sedungu itu, saya tahu SDM RENDAH gamau ribet tapi jangan tunjukan kekurangan kita semua, malu punya bangsa dan negara ini. Jelas sekali bahwa daftat E-KTP Digital ini harus dibawa scan kode QR ke disdukcapil sesuai domisili masing masing, gitu aja dipermasalahkan, makanya sebelum kalian daftat itu cari tahu dulu bagaimana penggunaan aplikasi ini, jadi sampai disini paham ya, jangan diulangi lagi, Terimakasih.;Positif
Semoga dg ini mempermudah kita dalam pengurusan online;Positif
Sangat bermanfaat 👌👌;Positif
Woww krenn🤩;Positif
Semoga bermanfaat;Positif
Lagi urus dokumen kk, ada pelayanan ikd jg. Coba skalian daftar, ternyata mudah banget. Yg merasa kesulitan via online, langsung aj dtg ke kelurahan masing-masing. Bisa langsung dibantu;Positif
Semoga lebih baik;Positif
Terimakasih;Positif
Coba;Positif
Lamo;Positif
Sangat membantu;Positif
Good;Positif
👍👍👍;Positif
Sip mantap;Positif
Antap;Positif
Semoga bermanfaat;Positif
Tetep aja keducapil untuk barkodenya.;Positif
Semoga bermanfaat;Positif
Kren😍;Positif
Semoga bermanfaat;Positif
Oke siap;Positif
Sangat Meembantu;Positif
Mantap;Positif
mantap;Positif
Sangat bagus;Positif
Manfa'at, praktis efesiensi total synergic;Positif
Kenapa aplikasi ikd saya tidak bisa di buka? Mohon solusinya;Positif
Keren !;Positif
Ok;Positif
Sy bantu naikin rating, tlong perbaiki sistemnya , msh banyak kekurangan🙏;Positif
Ok;Positif
Sangat bagus sekali...;Positif
Tolong dong ini kok gabisa dibuka,pas awal masuk itu loading terus gamau masuk,kalo mau masuk harus banget pake wifi,kalo pake data gabisa masuk atau login,data jaringan kenceng padahal,kan ribet kalo mau login harus minta hospot ke orang, apalagi kalo gakenal,malah jadi ga berguna aplikasinya kalo gabisa dibuka.;Positif
Bagus;Positif
Kak cara cetak KTP digital biar ada yang aslinya gimna kok ga ada gambar yang pas di aplikasi;Positif
Bagus dan simpel;Positif
Aplikasi sangat membantu;Positif
INDENTITAS KEPENDUDUKAN SANGAT🙏 LAH PENTING SEKALI.;Positif
Sangat2 berguna dan bagus;Positif
Mantap, aplikasi yang bermanfaat;Positif
Saya lupa pin ikd saya, harus bagaimana tolong jawab;Positif
Mantap;Positif
Semoga bermanfaat;Positif
mantaf;Positif
Semiga bermanfaat;Positif
Iya;Positif
Bagus membantu;Positif
Semoga bermanfaat;Positif
Semoga bermanfaat;Positif
Baik;Positif
Email tidak valid , gmna yah;Positif
Bermanfaat dan berguna untuk kita semua.;Positif
Keren sih y udh gk perlu ktp di bawa bawa cu cukup buka aplikasi dan tunjukkan udh;Positif
Btw udah pada tau ini aplikasi praktis dan #modern semangat indonesia menuju modern yang praktis dan tidak antri hemat kertas 👩‍🚀🥪☕🛰️ 😁;Positif
Baguuuu top;Positif
Kok saya gak bisa download file yg di browser ya sekarang harus ajukan cetak ulang;Positif
Sangat mambentu;Positif
Membantu sekali;Positif
Informasi identitas kependudukan;Positif
Ok!!;Positif
Assalamualaikum pak Anis;Positif
Sangat memuaskan aplikasinya;Positif
I like you👍;Positif
Baik;Positif
Jaringan selalu bermasalah pada saat registrasi data, padahal sinyal stabil, sudah dialihkan ke beberapa WiFi Sma aja hasil nya koneksi bermasalah.. tolong d tingkatkan aplikasi dn lain2 nya Tpi ttep Sya ksih bintang 5;Positif
Bagus n cepat 👍;Positif
Apknya gak bisa sibuka;Positif
Joooosht;Positif
Mantap;Positif
Om sangat penting;Positif
Alhamdulillah terimakasih BPK Dirjen Dukcapil atas aplikasi IKD yang sangat membantu masyarakat Mutia Afrina Jamil Kab.Simeulue Aceh;Positif
Alhamdulillah inovasi ikdnya bpk Dirjen;Positif
Kapan yah dimenu apk ikd di adakan fitur unduh ktp digital tanpa masuk dulu situs siak online untuk mengunduh ktp digitalnya kak cuman sayangnya menu ditampilan ikd masih bnyk kurang drpd lengkapnya tampilannya masih gitu aja blm ada perubahan kalo bisa versi terbarunya kalo sudah d perbarui lagi tampilannya tolong di buat lebih modern lagi tampilan berandanya ikd ok;Positif
Terimakasih BPK Dirjen Dukcapil atas aplikasi IKD sangat membantu masyarakat Devi Yulianti Kab Simeulue Aceh;Positif
Bagus;Positif
Kenapa harus mendatangi kantor dukcapil kalau udah digital, apakah perlu membawa fc KTP ke kantor dukcapil?;Positif
Terimkasih pak atas inofasi aplikasi IKG nya yang sangat membantu masyarakat NOLI NOVITA KABUPATEN SEMEULUE ACEH;Positif
Alhamdulillah terimakasih banyak BPK Dirjen Dukcapil atas aplikasi IKD yang sangat membantu masyarakat SATRI MARDIAH Kab.Simeulue Aceh;Positif
Semoga bermanfaat;Positif
Semoga bermanfaat;Positif
Baik;Positif
Aplikasi susah login;Positif
SAYA TIDAK PUNYA KTP ELEKTRONIK ... BAGAIMANA CARA DAFTAR PRAKERJA;Positif
Mantap;Positif
Semoga bermanfaat;Positif
Alhamdulillah terimakasih banyak bapak Dirjen Dukcapil atas inovasi ikd sangat membantu masyarakat. Lasmin Kab.Simeulue Aceh;Positif
Sudah bagus cuman kenapa gak bisa di jaringan wifi;Positif
Semoga bermanfaat;Positif
Semoga bermanfaat;Positif
Semoga bermanfaat;Positif
Semoga betmanfaat;Positif
Bermanfaat;Positif
terima kasih kepada bapak Ikd,telah memberi kemudahan kepada kami,;Positif
Sangat bermanfaat;Positif
Tolong Di Perbaiki Aplikasi Ktp Digital Jaringan Tri Tidak Mendukung Cuma Bisa Jaringan Telkomsel 🙏;Positif
Gak bisa daftar nya malah ngelek;Positif
tolong di trial dahulu sebelum di share, dipastikan aplikasi berjalan baik, agar sistem aplikasi pemerintahan kita tidak tidak terlihat murahan, semangat terus menjadi Indonesia Maju dalam tekhnologi;Positif
Assalamualaikum bos;Positif
Semoga bermanfaat;Positif
Bagus;Positif
Alhamdulillah terimakasih banyak bapak Dirjendukcapil yang telah membuat inovasi IKD sangat membantu masyarakat, suci Anita putri Kab.Simeulue Aceh;Positif
Bagus sangat membantu Ok;Positif
Aplikasi ny sangat membantu. Untuk aktivasi harus datang ke dukcapil setempat.;Positif
Tidak bisa dibuka;Positif
Sangat praktis;Positif
Pertama kali saya bikin KTP digital masalahnya saya sering hilang KTP;Positif
Sebagai masukan alangkah baiknya proses registrasi sampai selesai cukup melalui hp sj yg terintegrasi dgn dukcapil..tdk perlu hrs datang ke kantor dukcapil lg untk scan QR sgala untuk verifikasi..jd proses benar real digitalisasi dr awal sampai akhir;Positif
Alhamdulillah terimakasih bok Dirjen Dukcapil atas aplikasi ikd yang sangat membantu masyarakat Rabusat Kab.Simeulue Aceh;Positif
Alhamdulillah terimakasih banyak pak Dirjen Dukcapil atas inovasi ikd yg sangat membantu masyarakat Sastra Simeulue Aceh;Positif
Sangat bermanfaat;Positif
I like it's;Positif
Semoga bermanfaat;Positif
Srmoga bermanfaat;Positif
yang bingung dan gak bisa mengunakan aplikasi ikd tolong pelajari dulu sdangkan aku langsung bisa tanpa kendala;Positif
Sangat bagus;Positif
Mantap;Positif
Aplikasi;Positif
reques.. buat apk e ktp mobile.. buat jaga jaga kelupaan atau semacam nya.;Positif
Aplikasi nya sangat membantu;Positif
Banyak manfaatnya dan mantap;Positif
Siip;Positif
Ok;Positif
Semakin berjaya dukcapil;Positif
Semoga aplikasinya lancar dan lebih ditingkatkan keamanan dan kemudahannya 👍🙏;Positif
di coba dulu;Positif
Joz lagi kalau koneksinya gratis min, Untuk isi sudah Joz, ini Baru Namanya KTP SAKTI. Kutunggu Dokumen lainya Min, Seperti SIM, DLL;Positif
Semoga bermanfaat;Positif
semoga bermanfaat;Positif
Semoga bermanfaat;Positif
Sangat membantu👍👍👍;Positif
Top markotop;Positif
Cepat dan ramah;Positif
Aktivasinya harus ke Dukcapil 😭;Positif
Good... Tp sedikit lola kadang;Positif
Good job;Positif
Aplikasi yang penting dan sangat membantu👍😃;Positif
Pas partama instal,masih susah diakses,tapi makin kesinih ada peningkatan mudah diakses,tapi yg masih susah daftar tandatangan digital,dokumen2,kitapun dah bisa tampil,tingkatkan lagi.;Positif
Kenapa yaa ko saya susah loginnyaa;Positif
Sejauh ini lancar selalu tanpa ribet, ganti handphone juga tidak ada masalah,selagi tidak lupa password dan email..it's so good😍 entah kenapa orang banyak mengeluh ,kagak tau caranya atau apa ya😌. So really simple gaesss;Positif
Bagus aplikasi nya;Positif
Semoga bermanfaat;Positif
Semoga bermanfaat;Positif
Semoga betmanfaat;Positif
Semoga lebih bermanfaat;Positif
Ok;Positif
Sangat membantu;Positif
sika lupa link nya;Positif
Nggak apa saya kasih bintang 5, walaupun aplikasinya sulit dibuka walaupun sinyalnya bagus, trimakasih untuk yang buat aplikasi,;Positif
Semoga bermanfaat;Positif
Semoga lebih baik;Positif
mantabzzz..😎👍🏼;Positif
Alhamdulillah tks pak Dirjen Dukcapil atas inovasi ikdnya sangat membantu masyarakat Rahyudu Kab. Simeulue Aceh;Positif
Mau buka lemot bgt;Positif
Alhamdulillah terimakasih banyak atas inovasi aplikasi ikd yg sangat membantu masyarakat Dirjen S Dukcapil luar biasa;Positif
Gangguan;Positif
Kalo bisa e KTP Di kasih bintang 5+;Positif
Bagus, lengkap;Positif
Kenapa saat aplikasi tidak bisa dibuka dan hanya membuat saja saat mau masuk;Positif
Ktp mujiburrahman in tolong perhatikan foto baru saya sekarang semoga bisa foto kondisi ditahun 2024 ini;Positif
Sangat Mudah dan Praktis meng input datanya;Positif
Terima kasih pelayanannya;Positif
Lebih disempurnakan lagi terkait sistem (dalam aplikasi;Positif
Dengan ada nya IKD pengurusan dokumen-dokumen penting lain jadi sangat mudah. Kalo ada lebih dari 5 bintang saya kasih semua 5 bintang saya rasa kurang saya kasih 10 bintang.;Positif
Ok;Positif
Bagus sekali;Positif
👍;Positif
Aplikasi sangat bagus sekali 🥰😘😘;Positif
Alhamdullah tks bpk Dirjen Dukcapil atas aplikasi IKD nya sangat memudahkan Masyarakat.;Positif
Aplikasi sangat bermanfaat;Positif
Mempermudah menggunakan ktp;Positif
Siipp;Positif
Mempermudah.. Asal tau caranya dan prosesnya;Positif
𝑺𝒂𝒏𝒈𝒂𝒕 𝒎𝒆𝒎𝒑𝒆𝒓𝒎𝒖𝒅𝒂𝒉 𝒅𝒂𝒍𝒂𝒎 𝒔𝒆𝒈𝒂𝒍𝒂 𝒌𝒆𝒑𝒆𝒓𝒍𝒖𝒂𝒏 𝒅𝒂𝒏 𝒂𝒌𝒕𝒊𝒇𝒊𝒕𝒂𝒔 𝒌𝒆𝒔𝒆𝒍𝒖𝒓𝒖𝒉𝒂𝒏.;Positif
Gak bisa buat KTP muser aja;Positif
ok;Positif
Terimakasih.... 🙏🙏🙏🙏🙏🙏🙏🙏;Positif
Ok;Positif
Mantap nih;Positif
Semoga lebih bermanfaat;Positif
Alhamdulillah terimakasih banyak atas aplikasi IKD yg sangat membantu masyarakat dalam Adminduk semoga BPK diberi kesehatan.;Positif
Oke mantap aplikasinya, sangat membantu dalam pengurusan dokumen;Positif
Alhamdulilah tks byk pak Dirjen atas aplikasinya yang sangan membantu masyarakat. Dirjen Dukcapil memang oke 👍👍👍;Positif
Memuaskan;Positif
gud;Positif
Bagus sekali;Positif
Swasta;Positif
Okey sih;Positif
Kren buat kebutuhan tidak ribet lagi,;Positif
Biar visi jelas;Positif
Gak bisa di bukak;Positif
Trimakasih;Positif
Good;Positif
UI nya dimodernkan lagi kalau bisa, kayak aplikasi phising mohon maaf🙏;Positif
Sangat membatu;Positif
Sangat bagus;Positif
Terimakasih dengan adanya aplikasi digital resmi ini. 🙏;Positif
ok;Positif
Apps ikd eror;Positif
Kenapa aplikasi ikd di HP aku gk bisa kebuka selalu memuat2 terus;Positif
Bagus;Positif
Bagus;Positif
Matap;Positif
Sangat perlu menyimpan identitas kpendudukan;Positif
Lanjutkan;Positif
Bermanfaat bagi kami warga;Positif
Sering lelet;Positif
Siip;Positif
pokoknya ok;Positif
👍👍👍👍👍👍👍👍;Positif
Lelet kurang maksimal;Positif
Untuk saat ini kenapa aplikasi ini tidak bisa dibuka;Positif
sangat bagus;Positif
Kenapa sekarang ..susah sekali untuk login ya.. mohon infonya terimakasih;Positif
Sangat membantu;Positif
Alhamdulilah pelayanan nya mudah dan memuaskan👍;Positif
Cepat hasilnya gak ngantri sip;Positif
Saya mengantri pada saat pembuatan KTP;Positif
Aplikasinya sangat membantu kami;Positif
Aplikasinya sangat membantu kami Terimakasih;Positif
Bagus;Positif
Alhamdulillah tks pak Dirjendukcapil atas aplikasi yg sangat memudahkan masyarakat;Positif
Semoga bermanfaat;Positif
Semoga lebih baik;Positif
Semoga bermanfaat;Positif
Aplikasi ini sangat membantu untuk segala urusan menyangkut dengan kepentingan keluarga, juga cukup mudah untuk penggunaan nya. Saya senang dengan kemudahan ini.;Positif
Semoga bermanfaat;Positif
👍;Positif
Jossss mnnntap;Positif
Semoga hidup semakin mudah di dunia digital ini Aamiin.....;Positif
Bagus dan simple;Positif
Sangat membantu cuma masih bingung apa KTP digital perlu diprint atau difotocopy soalnya suka butuh kalau ada keperluan terimakasih;Positif
Mantap;Positif
Semoga bermanfaat;Positif
Oke;Positif
Pelayanan sangat baik;Positif
Semoga lebih baik;Positif
Semoga bermanfaat;Positif
Mantap;Positif
Mantap;Positif
Bagus ktp digital;Positif
ijin download;Positif
Very good;Positif
Tidak bisa di buka;Positif
Mantap nih 👍;Positif
Semoga bermanfaat;Positif
semoga bermanfaat;Positif
mantap aplikasinya..cuma sering erorr tolong di perbaiki aplikasinya;Positif
Bagus;Positif
bagus;Positif
👍👍👍👍;Positif
Baru mau coba aja moga bermanfaat...;Positif
Bagus sekali;Positif
Bagus;Positif
Ok jossss;Positif
Sangat nembantu;Positif
Bermanfaat sekali;Positif
Aplikasi apaan ini.. memuat terus .. gazebo;Positif
Terimahkasih banyak atas pelayanan aplikasi IKD yg telah bapak rangcang sehingga memudahkan kepada masyarakat🙏🙏🙏;Positif
Semoga lebih baik;Positif
Semoga bermanfaat;Positif
Semoga bermanfaat;Positif
Semoga bermanfaat;Positif
Oke;Positif
qak bisa di buka;Positif
Baik;Positif
Top;Positif
Sangat membantu;Positif
Mantap;Positif
Sangat membantu sekali;Positif
ok;Positif
Bagus kok membantu aku pas nggak bawa kk;Positif
Semakin digital;Positif
Aplikasi sangat membantu;Positif
Sangat membantu semua data data kita ada di sini semua sukses;Positif
Semoga lebih baik;Positif
Mantapp Saya bikin cpt bgt ga ada 5 menit;Positif
semoga aplikasi lebih baik;Positif
Semoga bermanfaat;Positif
Semoga aplikasi lebih baik;Positif
Tidak bisa di buka;Positif
bagus;Positif
Kenapa dokumen lainnya tidak terlihat;Positif
Sejak bergabung disini banyak informasi yg berguna dn bermanfaat bagi saya. Trimakasih bsa bergabung disini. Salam hangat semoga tambah sukses.👍👍👍🙂🙏;Positif
Coba permohonan cetak akte lahir Untuk kabupaten Bogor di ada kan di IKD;Positif
Baik;Positif
Bisa di bawa kamana;Positif
Risal;Positif
Akses oke;Positif
Sangat bagus;Positif
Semoga bermanfaat;Positif
kenapa harus pake wifi;Positif
Semoga bermanfaat;Positif
Joss gandos;Positif
bagus simpel jd kemana2 nggk perlu bawa ktp;Positif
Mantap;Positif
Saya suka aplikasi ini;Positif
Good;Positif
Sangat membantu sekali;Positif
Solusi kalo lupa bawa ktp 😁;Positif
AonudinHadiah;Positif
sangat membantu;Positif
Mantap;Positif
Ok;Positif
semoga aplikasi lebih baik;Positif
Semoga bermanfaat;Positif
Semoga bermanfaat;Positif
bagus;Positif
Percepat performa aplikasi supaya lancar;Positif
Good;Positif
Good;Positif
Semogq bermanfaat;Positif
Semoga bermanfaat;Positif
Ok;Positif
Semoga bermanfaat;Positif
Semoga lebih baik;Positif
Semoga aplikasi lebih baik;Positif
Good;Positif
Sangat bermanfaat;Positif
Semoga lebih baik;Positif
Yeni Yeni;Positif
Pelayanan sangat bagus;Positif
mengapa ikd ku tdk bisa di buka hanya ada keterangan memuat;Positif
Betul betul sempurna;Positif
Aplikasinya sangat berguna, cuma sistem keamanannya dibuat yang mantap ya agar data kita tidak bisa disalah gunakan oleh orang yang tidak bertanggung jawab. Soalnya data (KK, KTP, NPWP, BPJS Kesehatan, Jamsostek) kita khan ada di aplikasi ini. Tetap semangat;Positif
👍👍👍;Positif
Gabisa di bukaa;Positif
Terima kasih banyak, tim dukcapil. Aplikasinya sangat membantu. Sukses selalu. Report, isi data, duduk sebentar, KTP selesai.;Positif
Semoga Sangat Membantu;Positif
Oke;Positif
Saya mau tanya kalau lupa pin bagimana karna yg dlu pke no TLP beda??;Positif
Sangat membantu;Positif
Aplikasi Terbaik Identitas Kependudukan Digital 🥇🏆;Positif
Kenapa tidak bisa di buka dengan semua cara termasuk suda di bersihkan chace, suda dondload ulang mohon bantuan nya;Positif
Saat baru buka setelah install diminta isi data, setelah selesai diminta untuk scan QRCode, tapi QRcode apa yg harus di scan, harusnya diberi info QRCode apa yg di scan agar tidak bingung;Positif
Ok;Positif
Tolong untuk kamera nya kenapa gk bisa ya pas uda dftar smua,pas buka camera brmalasah pnchayaan trs,,tolong solusi nya harus bagaimana nih,,skrg saya butuh ktp digital nd fisik,,sedangkan fisik blanco nya masih belom ada;Positif
mantap;Positif
koneksi baik....;Positif
Good;Positif
Cukup bagus, walaupun tampilan UI-nya identik seperti aplikasi pemerintah lainnya.. Semoga kedepannya tampilan UI-nya bisa lebih bagus lagi, kalau bisa rekrut IT yg mumpuni yang bisa buat UI bagus. Saran juga agar bisa download berkas seperti KK dan akta lahir, dll, jadi aplikasinya berguna banget. Dan juga bisa pakai fingerprint ataupun face id.;Positif
iki cko;Positif
-Aplikasi dan aktivasi nggak ribet tapi tolong sediakan fitur unduh untuk KTP dan KK supaya jernih kalau di screenshoot kualitas gambar nya agak kurang alias jadi burem selebihnya ok. -Dan untuk aktivasi IKD scan QR Code Barcode sekarang bisa langsung ke Kecamatan tanpa perlu ke dukcapil lebih mudah dan jarak terjangkau sesuai kecamatan terdekat masing2. -Dan tolong tambahkan fitur edit untuk KTP dan KK, Contoh : Status Pekerjaan dll.;Positif
Semoga bermanfaat;Positif
Semoga lebih baik;Positif
Ok;Positif
Semoga bermanfaat;Positif
Semoga lebih baik;Positif
Semoga lebih baik;Positif
Semoga lebih baik;Positif
kga bs;Positif
Bagus jga cpt;Positif
Petugas dukcapil dengan Pelayanan Ramah2, dan di arahin sampe tuntas;Positif
Alhamdulillah terimakasih banyak bpk Dirjen Dukcapil atas aplikasi ikd yg sangat bermanfaat bagi masyarakat dgn data Adminduk akurat.;Positif
Bagus;Positif
Bagus;Positif
Kehilangan kk dan akte kelahiran;Positif
Semoga aplikasi lebih baik;Positif
Terimakasih ☺️;Positif
Cutup membantu Saar lips baba ktp;Positif
Semoga lebih baik;Positif
Sangat bermanfaat;Positif
baguss;Positif
Aplikasi bagus & berfungsi dengan. Mudah mengurus kepindahan tempat tinggal hanya dengan 1 X klik;Positif
Loading nya lama sekali tapi tetap bintang lima lah;Positif
Bagus;Positif
Semoga lebih baik;Positif
Semoga lebih baik;Positif
Lancar tidak ada hambatan;Positif
Semoga lejih baik;Positif
Mantap setelah selesai di Kelurahan Lagoa Koja Jakarta utara,aplikasi ini lancar,pendaftaran nya zonasi;Positif
mantap;Positif
Mantap;Positif
Akurat;Positif
Kok memuat ulang;Positif
Oke;Positif
Semoga lebih baik;Positif
Semoga lebih baik;Positif
Ok;Positif
Mntap;Positif
semoga aplikasi lebih baik;Positif
Semoga lebih baik;Positif
Titak kartu kepedudukan;Positif
Cepat dan sangat Bagus;Positif
Sangat Bagus & cepat;Positif
Tolong ditambahkan opsi untuk cetak Kartu Keluarga;Positif
Jos;Positif
kenapa aplikasi ini nggak bisa di bukak;Positif
Kemarin cb pindah ke IKD dah lengkapi data tp ga bisa krn hrs minta barkod dr dukcapil kampung sedang sy lg di bekasi jd gmn nih solusinya biar sy g perlu bolak balik kampung dN bisa beralih ke IKD ...;Positif
Good Job;Positif
Mantap sangat membantu;Positif
kuliner;Positif
Ngikut perintah negara;Positif
Sebagai Inspector .Dimensional;Positif
Mantap aplikasinya;Positif
Sangat bagus dan bermamfaat;Positif
Mantoll;Positif
Mantap;Positif
Sangat membantu. Walaupun terkadang agar lemot padahal jaringan sangat stabil.;Positif
Terima kasih;Positif
bagus mantap pokonya simple enak dipake juga, saya sat set daftar nya, kalo untuk QR SCANER langsung ke disdukcapil sesuai domisili ya proses nya, abis di scan terus cek Email yang di daftarkan nanti disitu ada kode buat login seperti PIN, terimkasih;Positif
ok;Positif
👍👍👍;Positif
kasih B5 dah kasihan jelek retingny;Positif
Izin memberikan saran serta usulan : Mohon di aplikasi IKD dilengkapi sekalian dengan dokumen pribadi lainnya, agar lebih efektif. Misalnya dalam Apk IKD disertakan juga Dokumen seperti SIM, KARTU INDONESIA SEHAT, AKTA NIKAH, DAN LAINYA... Sehingga lebih mudah diakses dengan hanya SATU APLIKASI saja... Terimakasih....;Positif
HEBAT 👀;Positif
berhasil koq dri dlu jga pke ini setelah verify udh lngsung bsa koq;Positif
😁;Positif
Bguss;Positif
Sangat bermanfaat;Positif
Oke;Positif
sangat membatu;Positif
Bagus;Positif
Sangat membantu...Kerenn;Positif
mantap;Positif
Semoga lebih baik;Positif
baru mau mencoba saya, tapi say kasih 5 lima semoga berhasil;Positif
Oke;Positif
Top;Positif
VJ MTV VMA ada di;Positif
Sangat praktis;Positif
Bagus;Positif
Bagus;Positif
Mantap luar biasa hebatnya;Positif
Sangat membantu;Positif
Tidak ada.;Positif
Aman dan lancar untuk device saya💪;Positif
"Tolong di perbaiki dong min saya pengen buka aplikasi ga bisa terus padahal make WiFi. Wifinya jaringannya juga bagus kenapa selalu ga bisa ""coba lagi""";Positif
Di dokumen gagal trsss bang;Positif
Apa saya gak bisa daftar sendiri KTP 🙋;Positif
Bagus;Positif
Semoga lebih baik;Positif
